date,pm25,no2,temperature,pressure,wind_speed
2013-03-01,8.625,21.583333333333332,1.325,1028.7833333333333,3.3083333333333336
2013-03-02,31.708333333333332,49.458333333333336,0.49166666666666664,1028.8500000000001,0.7916666666666666
2013-03-03,98.04166666666667,82.95833333333333,4.9875,1016.4583333333334,1.2249999999999999
2013-03-04,22.333333333333332,42.041666666666664,10.5625,1019.4541666666668,2.504166666666667
2013-03-05,141.66666666666666,101.66666666666667,7.2124999999999995,1012.7041666666668,0.9125
2013-03-06,193.70833333333334,126.97916666666667,8.0,1009.2958333333332,0.775
2013-03-07,257.5,134.08333333333334,9.258333333333333,1004.1083333333332,1.1708333333333334
2013-03-08,193.6875,110.69434583333333,9.6625,1001.3291666666668,1.6791666666666665
2013-03-09,60.333333333333336,41.625,7.233333333333333,1006.1291666666666,4.0
2013-03-10,38.291666666666664,44.791666666666664,5.7875000000000005,1022.5041666666666,2.3333333333333335
2013-03-11,122.04166666666667,73.33333333333333,7.183333333333334,1015.5833333333334,1.5208333333333333
2013-03-12,126.95833333333333,69.29166666666667,5.104166666666667,1010.7958333333332,1.1791666666666667
2013-03-13,16.916666666666668,32.041666666666664,4.3625,1024.7458333333334,2.0166666666666666
2013-03-14,83.875,61.916666666666664,3.9625,1023.4708333333333,1.8583333333333334
2013-03-15,189.70833333333334,88.70833333333333,5.866666666666667,1016.3874999999999,0.9375
2013-03-16,247.79166666666666,83.25,9.633333333333333,1018.6374999999999,1.7750000000000001
2013-03-17,289.5,100.20833333333333,9.966666666666667,1003.7541666666666,1.125
2013-03-18,72.91666666666667,40.25,8.170833333333333,1003.1166666666667,3.858333333333334
2013-03-19,43.541666666666664,44.625,2.191666666666667,1010.85,2.0749999999999997
2013-03-20,57.5,36.791666666666664,1.7625,1019.2583333333333,1.8875
2013-03-21,134.70833333333334,69.16666666666667,4.516666666666667,1006.8083333333334,1.7083333333333333
2013-03-22,76.66666666666667,47.541666666666664,6.325,1013.6791666666667,2.4125
2013-03-23,51.333333333333336,51.333333333333336,4.470833333333333,1010.5666666666666,3.2916666666666665
2013-03-24,15.916666666666666,31.0,4.7875000000000005,1018.2208333333333,2.316666666666667
2013-03-25,93.29166666666667,64.79166666666667,5.470833333333334,1017.3458333333333,1.8083333333333333
2013-03-26,173.0,70.45833333333333,8.470833333333333,1009.3958333333334,1.6125
2013-03-27,85.16666666666667,46.791666666666664,11.370833333333332,1006.9,2.8375
2013-03-28,26.0,34.541666666666664,8.304166666666667,1017.2291666666666,2.091666666666667
2013-03-29,86.79166666666667,67.70833333333333,6.0125,1018.0666666666666,2.2041666666666666
2013-03-30,74.0,50.083333333333336,5.9624999999999995,1018.7291666666666,2.0916666666666663
2013-03-31,171.20833333333334,64.25,5.55,1015.0041666666666,1.75
2013-04-01,96.5,50.041666666666664,10.887500000000001,1013.3791666666666,3.025
2013-04-02,102.0,51.416666666666664,11.174999999999999,1013.1541666666667,1.9833333333333334
2013-04-03,117.29166666666667,70.0,11.720833333333333,1008.475,2.2624999999999997
2013-04-04,65.70833333333333,69.08333333333333,8.316666666666666,1010.7083333333334,1.5083333333333335
2013-04-05,61.833333333333336,44.375,8.995833333333334,1014.6374999999999,3.3625000000000003
2013-04-06,9.833333333333334,29.208333333333332,9.404166666666667,1012.6208333333334,2.725
2013-04-07,77.95833333333333,59.083333333333336,9.258333333333333,1004.0166666666668,2.1666666666666665
2013-04-08,22.625,25.75,9.3375,1008.7166666666667,6.095833333333334
2013-04-09,10.625,21.416666666666668,8.366666666666667,1016.0458333333332,4.6875
2013-04-10,12.416666666666666,35.875,8.108333333333333,1015.6041666666666,3.225
2013-04-11,18.375,49.397108333333335,10.579166666666667,1014.3833333333333,2.35
2013-04-12,51.125,61.930195833333336,15.920833333333334,1008.375,2.091666666666667
2013-04-13,57.333333333333336,46.333333333333336,17.833333333333332,1000.5833333333334,3.0583333333333336
2013-04-14,34.166666666666664,29.208333333333332,12.383333333333333,1006.2958333333332,2.1999999999999997
2013-04-15,66.33333333333333,49.125,12.2875,999.4499999999999,2.4541666666666666
2013-04-16,57.0,43.708333333333336,13.924999999999999,1002.9583333333334,2.2125
2013-04-17,46.083333333333336,30.041666666666668,11.516666666666666,1007.7875,2.0166666666666666
2013-04-18,11.458333333333334,18.91915416666667,10.720833333333333,1018.8625000000001,2.629166666666667
2013-04-19,45.791666666666664,28.833333333333332,6.745833333333334,1020.4458333333333,2.7541666666666664
2013-04-20,72.41666666666667,29.708333333333332,9.366666666666667,1017.1166666666667,1.9291666666666665
2013-04-21,115.25,39.609008333333335,12.362499999999999,1014.1666666666666,2.2708333333333335
2013-04-22,153.75,40.75,12.858333333333334,1010.1374999999999,2.0749999999999997
2013-04-23,183.41666666666666,54.25,11.958333333333334,1007.4041666666667,1.6624999999999999
2013-04-24,87.70833333333333,41.75,15.829166666666666,1006.7125,2.7708333333333335
2013-04-25,12.208333333333334,43.541666666666664,16.204166666666666,1009.0166666666668,2.829166666666667
2013-04-26,62.75,57.791666666666664,16.816666666666666,1006.0,2.066666666666667
2013-04-27,63.25,48.75,17.925,1006.7916666666666,1.9874999999999998
2013-04-28,75.25,55.291666666666664,16.133333333333333,1006.2958333333332,1.7291666666666667
2013-04-29,18.25,40.266016666666665,21.40833333333333,1007.85,2.875
2013-04-30,20.5,41.833333333333336,20.625,1010.0,2.1374999999999997
2013-05-01,33.416666666666664,27.666666666666668,17.666666666666668,1011.1541666666667,1.6166666666666665
2013-05-02,73.25,41.416666666666664,18.933333333333334,1008.1958333333333,2.3541666666666665
2013-05-03,58.125,21.416666666666668,18.033333333333335,1012.9083333333333,2.0875
2013-05-04,81.0,18.041666666666668,19.779166666666665,1012.5291666666667,2.2666666666666666
2013-05-05,173.95833333333334,64.83333333333333,20.8125,1012.2208333333333,1.3499999999999999
2013-05-06,209.41666666666666,55.583333333333336,23.666666666666668,1010.275,1.4916666666666665
2013-05-07,156.45833333333334,61.833333333333336,24.087500000000002,1010.8249999999999,1.5083333333333335
2013-05-08,133.1875,52.291666666666664,20.554166666666667,1009.8958333333334,1.8125
2013-05-09,49.625,37.5625,17.587500000000002,1005.7208333333333,1.5166666666666666
2013-05-10,41.875,29.125,22.120833333333334,997.5583333333334,2.8375
2013-05-11,41.458333333333336,54.875,24.245833333333334,991.4625,2.379166666666667
2013-05-12,35.333333333333336,43.166666666666664,22.441666666666666,996.1,1.5999999999999999
2013-05-13,101.25,59.666666666666664,21.379166666666666,998.3541666666666,1.5166666666666666
2013-05-14,48.375,36.458333333333336,24.604166666666668,1003.9416666666666,2.533333333333333
2013-05-15,52.333333333333336,36.729166666666664,22.316666666666666,1012.1,1.8333333333333333
2013-05-16,54.166666666666664,32.833333333333336,21.349999999999998,1012.6750000000001,1.7249999999999999
2013-05-17,108.70833333333333,37.583333333333336,21.045833333333334,1007.6708333333332,1.5999999999999999
2013-05-18,112.41666666666667,25.645833333333332,21.316666666666666,1002.2708333333334,2.3249999999999997
2013-05-19,63.291666666666664,17.291666666666668,20.6875,996.6333333333333,3.375
2013-05-20,44.125,24.541666666666668,21.900000000000002,996.6625,2.8958333333333335
2013-05-21,98.125,53.375,22.891666666666666,995.4958333333334,1.675
2013-05-22,61.0,50.666666666666664,23.120833333333334,1006.4458333333333,1.7833333333333332
2013-05-23,66.125,70.70833333333333,23.083333333333332,1006.0749999999999,1.325
2013-05-24,117.25,67.29166666666667,23.620833333333334,1007.8291666666668,1.5374999999999999
2013-05-25,59.875,49.25,24.599999999999998,1006.4791666666666,1.6875
2013-05-26,102.70833333333333,46.291666666666664,20.579166666666666,1004.8041666666667,2.1958333333333333
2013-05-27,72.125,38.166666666666664,19.620833333333334,1003.5166666666668,1.2041666666666666
2013-05-28,73.29166666666667,47.5,20.525000000000002,1001.5875,1.7
2013-05-29,16.166666666666668,23.25,25.016666666666666,1005.1416666666668,3.4916666666666667
2013-05-30,65.83333333333333,58.5,26.566666666666666,1002.0083333333333,2.8000000000000003
2013-05-31,88.54166666666667,25.75,25.65416666666667,998.6583333333333,1.8875000000000002
2013-06-01,75.41666666666667,47.375,25.304166666666664,1002.4958333333334,1.55
2013-06-02,168.91666666666666,46.25,22.125,1000.7291666666666,1.8333333333333333
2013-06-03,123.58333333333333,47.0,25.829166666666666,1000.8958333333334,1.3416666666666668
2013-06-04,131.20833333333334,67.79166666666667,20.962500000000002,1007.7833333333333,2.2624999999999997
2013-06-05,128.125,38.25,18.854166666666668,1008.1625,1.5291666666666668
2013-06-06,141.33333333333334,49.0,19.4875,1006.2041666666668,1.3125
2013-06-07,131.70833333333334,53.041666666666664,20.491666666666667,1004.4041666666667,1.2
2013-06-08,167.66666666666666,48.5,20.454166666666666,1003.6625,0.8875000000000001
2013-06-09,48.645833333333336,44.3775,18.337500000000002,1006.5041666666666,1.8541666666666667
2013-06-10,22.125,36.833333333333336,20.683333333333334,1008.4708333333333,0.9458333333333333
2013-06-11,64.125,47.0,20.545833333333334,1004.3625000000001,1.3583333333333334
2013-06-12,55.0,20.541666666666668,21.724999999999998,1003.8916666666668,1.6583333333333332
2013-06-13,110.58333333333333,40.708333333333336,24.695833333333336,1004.225,1.5625
2013-06-14,107.45833333333333,50.208333333333336,26.712500000000002,1004.0124999999999,1.9833333333333334
2013-06-15,126.66666666666667,67.79166666666667,25.745833333333334,1002.9666666666667,1.4875
2013-06-16,180.75,70.58333333333333,22.620833333333334,999.6083333333332,1.3625
2013-06-17,40.833333333333336,36.666666666666664,25.8625,997.5375,1.4708333333333332
2013-06-18,50.083333333333336,64.08333333333333,27.958333333333332,993.7624999999999,1.7750000000000001
2013-06-19,43.208333333333336,37.083333333333336,29.162499999999998,998.5333333333333,1.1958333333333333
2013-06-20,79.625,80.75,27.566666666666666,1003.1374999999999,1.1916666666666667
2013-06-21,59.958333333333336,52.625,26.566666666666666,1005.2083333333334,2.0
2013-06-22,52.5,43.958333333333336,21.71666666666667,1004.2875,1.1125
2013-06-23,60.708333333333336,35.416666666666664,25.9875,999.6999999999999,1.2125000000000001
2013-06-24,104.0,30.833333333333332,25.170833333333334,998.2708333333334,1.675
2013-06-25,124.04166666666667,50.083333333333336,22.141666666666666,996.3708333333334,1.175
2013-06-26,153.83333333333334,41.625,26.083333333333332,993.1833333333334,1.5416666666666667
2013-06-27,134.875,52.5,28.07083333333333,993.9958333333334,1.4208333333333334
2013-06-28,330.0416666666667,59.208333333333336,25.083333333333332,997.0291666666667,1.9041666666666668
2013-06-29,105.70833333333333,59.833333333333336,23.120833333333334,1000.1999999999999,1.1375
2013-06-30,191.04166666666666,43.708333333333336,25.641666666666666,999.5208333333334,1.0999999999999999
2013-07-01,164.45833333333334,60.95564166666667,24.879166666666666,994.85,1.6458333333333333
2013-07-02,13.625,28.666666666666668,29.337500000000002,991.3541666666666,3.0083333333333333
2013-07-03,28.666666666666668,53.333333333333336,30.21666666666667,991.4958333333334,1.4916666666666665
2013-07-04,25.166666666666668,53.541666666666664,28.833333333333332,990.3458333333333,1.7041666666666666
2013-07-05,20.25,41.666666666666664,29.820833333333336,994.1083333333332,1.7
2013-07-06,51.375,42.166666666666664,29.9875,996.8249999999999,1.8416666666666668
2013-07-07,83.20833333333333,21.958333333333332,28.108333333333334,996.1166666666667,1.5083333333333335
2013-07-08,92.41666666666667,39.291666666666664,25.28333333333333,998.3541666666666,0.9416666666666668
2013-07-09,86.375,61.958333333333336,24.370833333333334,999.3208333333333,0.8958333333333334
2013-07-10,32.666666666666664,52.875,23.666666666666668,1001.25,0.9541666666666666
2013-07-11,36.833333333333336,40.851075,25.0,1002.0583333333334,0.7000000000000001
2013-07-12,71.58333333333333,31.503133333333334,26.96666666666667,1001.7416666666667,1.1583333333333334
2013-07-13,114.16666666666667,19.375,27.954166666666666,1002.85,1.1083333333333334
2013-07-14,94.625,25.833333333333332,26.829166666666666,1003.4250000000001,1.6583333333333332
2013-07-15,49.958333333333336,29.416666666666668,24.395833333333332,995.1750000000001,0.9958333333333335
2013-07-16,20.416666666666668,35.708333333333336,27.758333333333336,995.9583333333334,2.25
2013-07-17,42.166666666666664,44.791666666666664,27.491666666666664,1001.1,1.5708333333333335
2013-07-18,148.91666666666666,30.666666666666668,25.979166666666668,1000.4541666666668,1.5666666666666667
2013-07-19,144.95833333333334,34.083333333333336,27.0125,998.1625,1.2916666666666667
